route,date,daytype,rides
48,01/10/2014,W,1006
49,01/10/2014,W,25366
49B,01/10/2014,W,5218
5,01/10/2014,W,483
50,01/10/2014,W,10589
51,01/10/2014,W,1648
52,01/10/2014,W,12028
52A,01/10/2014,W,4059
53,01/10/2014,W,19181
53A,01/10/2014,W,6995
54,01/10/2014,W,10917
54A,01/10/2014,W,841
54B,01/10/2014,W,3044
55,01/10/2014,W,11624
55A,01/10/2014,W,266
55N,01/10/2014,W,534
56,01/10/2014,W,9254
57,01/10/2014,W,4470
59,01/10/2014,W,3916
6,01/10/2014,W,10859
60,01/10/2014,W,10085
62,01/10/2014,W,10207
62H,01/10/2014,W,941
63,01/10/2014,W,17849
63W,01/10/2014,W,1338
65,01/10/2014,W,8427
66,01/10/2014,W,25776
67,01/10/2014,W,13037
68,01/10/2014,W,1498
7,01/10/2014,W,5542
70,01/10/2014,W,8876
71,01/10/2014,W,8793
72,01/10/2014,W,16075
73,01/10/2014,W,5113
74,01/10/2014,W,12873
75,01/10/2014,W,7735
76,01/10/2014,W,12171
77,01/10/2014,W,21563
78,01/10/2014,W,7552
79,01/10/2014,W,26758
8,01/10/2014,W,19512
80,01/10/2014,W,12566
81,01/10/2014,W,11998
81W,01/10/2014,W,1574
82,01/10/2014,W,18792
84,01/10/2014,W,3967
85,01/10/2014,W,10969
85A,01/10/2014,W,910
86,01/10/2014,W,2453
87,01/10/2014,W,12187
88,01/10/2014,W,1254
8A,01/10/2014,W,3414
9,01/10/2014,W,26617
90,01/10/2014,W,4530
91,01/10/2014,W,6817
92,01/10/2014,W,6562
93,01/10/2014,W,3561
94,01/10/2014,W,9261
95E,01/10/2014,W,3740
95W,01/10/2014,W,2533
96,01/10/2014,W,774
97,01/10/2014,W,3070
J14,01/10/2014,W,10809
X98,01/10/2014,W,8
10,01/11/2014,A,456
1001,01/11/2014,A,2
103,01/11/2014,A,1367
106,01/11/2014,A,767
11,01/11/2014,A,919
111,01/11/2014,A,2078
111A,01/11/2014,A,145
112,01/11/2014,A,1074
115,01/11/2014,A,2094
119,01/11/2014,A,3289
12,01/11/2014,A,8661
124,01/11/2014,A,756
126,01/11/2014,A,2968
146,01/11/2014,A,10537
147,01/11/2014,A,9240
15,01/11/2014,A,4799
151,01/11/2014,A,14033
152,01/11/2014,A,4530
155,01/11/2014,A,5875
169,01/11/2014,A,35
171,01/11/2014,A,444
172,01/11/2014,A,618
18,01/11/2014,A,2531
19,01/11/2014,A,364
20,01/11/2014,A,10612
201,01/11/2014,A,1162
21,01/11/2014,A,6370
22,01/11/2014,A,17036
28,01/11/2014,A,3454
29,01/11/2014,A,9082
3,01/11/2014,A,11732
30,01/11/2014,A,1725
34,01/11/2014,A,3314
35,01/11/2014,A,2614
36,01/11/2014,A,14545
4,01/11/2014,A,13385
43,01/11/2014,A,954
44,01/11/2014,A,1993
47,01/11/2014,A,6984
49,01/11/2014,A,16696
49B,01/11/2014,A,3128
5,01/11/2014,A,499
50,01/11/2014,A,5749
51,01/11/2014,A,892
52,01/11/2014,A,7620
52A,01/11/2014,A,1428
53,01/11/2014,A,12661
53A,01/11/2014,A,3125
54,01/11/2014,A,8223
54B,01/11/2014,A,2574
55,01/11/2014,A,7687
55N,01/11/2014,A,141
56,01/11/2014,A,5802
57,01/11/2014,A,2495
59,01/11/2014,A,2150
6,01/11/2014,A,9793
60,01/11/2014,A,5427
62,01/11/2014,A,5923
62H,01/11/2014,A,463
63,01/11/2014,A,11732
63W,01/11/2014,A,535
65,01/11/2014,A,4129
66,01/11/2014,A,14384
67,01/11/2014,A,8489
68,01/11/2014,A,526
70,01/11/2014,A,5972
71,01/11/2014,A,6370
72,01/11/2014,A,12635
73,01/11/2014,A,1831
74,01/11/2014,A,9317
75,01/11/2014,A,5132
76,01/11/2014,A,7241
77,01/11/2014,A,14551
78,01/11/2014,A,5223
79,01/11/2014,A,18195
8,01/11/2014,A,12712
80,01/11/2014,A,8651
81,01/11/2014,A,8995
81W,01/11/2014,A,857
82,01/11/2014,A,11172
84,01/11/2014,A,1954
85,01/11/2014,A,6994
85A,01/11/2014,A,326
87,01/11/2014,A,8572
88,01/11/2014,A,617
8A,01/11/2014,A,2226
9,01/11/2014,A,19083
90,01/11/2014,A,3156
91,01/11/2014,A,3768
92,01/11/2014,A,3731
93,01/11/2014,A,1401
94,01/11/2014,A,4683
95E,01/11/2014,A,2319
95W,01/11/2014,A,1987
97,01/11/2014,A,2002
J14,01/11/2014,A,5342
10,01/12/2014,U,355
1001,01/12/2014,U,24
103,01/12/2014,U,1106
106,01/12/2014,U,281
11,01/12/2014,U,749
111,01/12/2014,U,1594
111A,01/12/2014,U,84
112,01/12/2014,U,687
115,01/12/2014,U,1595
119,01/12/2014,U,2535
12,01/12/2014,U,6970
124,01/12/2014,U,640
126,01/12/2014,U,1981
146,01/12/2014,U,8471
147,01/12/2014,U,6637
15,01/12/2014,U,3566
151,01/12/2014,U,10721
152,01/12/2014,U,2979
155,01/12/2014,U,4382
171,01/12/2014,U,625
172,01/12/2014,U,350
18,01/12/2014,U,2185
19,01/12/2014,U,128
20,01/12/2014,U,7625
21,01/12/2014,U,4233
22,01/12/2014,U,12660
28,01/12/2014,U,2352
29,01/12/2014,U,6934
3,01/12/2014,U,7728
30,01/12/2014,U,632
34,01/12/2014,U,2695
35,01/12/2014,U,2049
36,01/12/2014,U,11072
4,01/12/2014,U,9796
43,01/12/2014,U,614
44,01/12/2014,U,1201
47,01/12/2014,U,5314
49,01/12/2014,U,12276
49B,01/12/2014,U,2844
5,01/12/2014,U,530
50,01/12/2014,U,4014
51,01/12/2014,U,713
52,01/12/2014,U,5283
52A,01/12/2014,U,1092
53,01/12/2014,U,9169
53A,01/12/2014,U,1995
54,01/12/2014,U,6125
54B,01/12/2014,U,1732
55,01/12/2014,U,6025
56,01/12/2014,U,3839
57,01/12/2014,U,1421
6,01/12/2014,U,7154
60,01/12/2014,U,4541
62,01/12/2014,U,4678
63,01/12/2014,U,9597
63W,01/12/2014,U,529
65,01/12/2014,U,2987
66,01/12/2014,U,11123
67,01/12/2014,U,6317
68,01/12/2014,U,361
70,01/12/2014,U,4364
71,01/12/2014,U,4392
72,01/12/2014,U,8487
73,01/12/2014,U,1536
74,01/12/2014,U,6546
75,01/12/2014,U,4122
76,01/12/2014,U,5151
77,01/12/2014,U,11223
78,01/12/2014,U,3794
79,01/12/2014,U,14046
8,01/12/2014,U,10008
80,01/12/2014,U,6284
81,01/12/2014,U,7265
81W,01/12/2014,U,546
82,01/12/2014,U,8443
84,01/12/2014,U,1390
85,01/12/2014,U,4785
87,01/12/2014,U,4949
88,01/12/2014,U,366
8A,01/12/2014,U,1310
9,01/12/2014,U,14244
90,01/12/2014,U,2380
91,01/12/2014,U,2727
92,01/12/2014,U,2298
94,01/12/2014,U,3644
95E,01/12/2014,U,1703
95W,01/12/2014,U,1731
97,01/12/2014,U,1502
J14,01/12/2014,U,3529
1,01/13/2014,W,2181
100,01/13/2014,W,777
1001,01/13/2014,W,50
103,01/13/2014,W,3197
106,01/13/2014,W,2729
108,01/13/2014,W,1688
11,01/13/2014,W,1649
111,01/13/2014,W,4188
111A,01/13/2014,W,100
112,01/13/2014,W,2629
115,01/13/2014,W,4366
119,01/13/2014,W,4932
12,01/13/2014,W,15399
120,01/13/2014,W,1268
121,01/13/2014,W,1764
124,01/13/2014,W,851
125,01/13/2014,W,1758
126,01/13/2014,W,7126
132,01/13/2014,W,381
134,01/13/2014,W,3351
135,01/13/2014,W,3696
136,01/13/2014,W,2068
143,01/13/2014,W,2090
146,01/13/2014,W,13897
147,01/13/2014,W,13270
148,01/13/2014,W,2255
15,01/13/2014,W,8070
151,01/13/2014,W,16603
152,01/13/2014,W,10482
155,01/13/2014,W,7203
156,01/13/2014,W,8594
157,01/13/2014,W,6604
165,01/13/2014,W,100
169,01/13/2014,W,143
170,01/13/2014,W,174
171,01/13/2014,W,1846
172,01/13/2014,W,2934
18,01/13/2014,W,3981
19,01/13/2014,W,375
192,01/13/2014,W,1005
2,01/13/2014,W,3062
20,01/13/2014,W,21707
201,01/13/2014,W,1997
205,01/13/2014,W,983
206,01/13/2014,W,921
21,01/13/2014,W,9489
22,01/13/2014,W,19225
24,01/13/2014,W,3286
26,01/13/2014,W,3517
28,01/13/2014,W,8206
29,01/13/2014,W,13921
3,01/13/2014,W,18647
30,01/13/2014,W,3376
34,01/13/2014,W,5983
35,01/13/2014,W,5450
36,01/13/2014,W,14182
37,01/13/2014,W,1641
39,01/13/2014,W,2201
4,01/13/2014,W,22570
43,01/13/2014,W,1872
44,01/13/2014,W,4717
47,01/13/2014,W,10358
48,01/13/2014,W,1420
49,01/13/2014,W,26766
49B,01/13/2014,W,5901
5,01/13/2014,W,335
50,01/13/2014,W,11571
51,01/13/2014,W,1714
52,01/13/2014,W,13389
52A,01/13/2014,W,4822
53,01/13/2014,W,21605
53A,01/13/2014,W,9051
54,01/13/2014,W,10946
54A,01/13/2014,W,899
54B,01/13/2014,W,3181
55,01/13/2014,W,11720
55A,01/13/2014,W,255
55N,01/13/2014,W,647
56,01/13/2014,W,9879
57,01/13/2014,W,5025
59,01/13/2014,W,4407
6,01/13/2014,W,10528
60,01/13/2014,W,12585
62,01/13/2014,W,11044
62H,01/13/2014,W,1159
63,01/13/2014,W,20753
63W,01/13/2014,W,1616
65,01/13/2014,W,8353
66,01/13/2014,W,25847
67,01/13/2014,W,14026
68,01/13/2014,W,1389
7,01/13/2014,W,7667
70,01/13/2014,W,9311
71,01/13/2014,W,8918
72,01/13/2014,W,16737
73,01/13/2014,W,5423
74,01/13/2014,W,13611
75,01/13/2014,W,8336
76,01/13/2014,W,12812
77,01/13/2014,W,22627
78,01/13/2014,W,9740
79,01/13/2014,W,26915
8,01/13/2014,W,25458
80,01/13/2014,W,14184
81,01/13/2014,W,12576
81W,01/13/2014,W,1675
82,01/13/2014,W,21473
84,01/13/2014,W,4120
85,01/13/2014,W,11786
85A,01/13/2014,W,933
86,01/13/2014,W,3648
87,01/13/2014,W,13256
88,01/13/2014,W,1304
8A,01/13/2014,W,3907
9,01/13/2014,W,29122
90,01/13/2014,W,5044
91,01/13/2014,W,7555
92,01/13/2014,W,7825
93,01/13/2014,W,3789
94,01/13/2014,W,10861
95E,01/13/2014,W,4415
95W,01/13/2014,W,2674
96,01/13/2014,W,852
97,01/13/2014,W,3397
J14,01/13/2014,W,11817
X98,01/13/2014,W,21
1,01/14/2014,W,2217
100,01/14/2014,W,920
1001,01/14/2014,W,15
103,01/14/2014,W,3127
106,01/14/2014,W,2773
108,01/14/2014,W,1672
11,01/14/2014,W,1318
111,01/14/2014,W,4345
111A,01/14/2014,W,151
112,01/14/2014,W,2636
115,01/14/2014,W,4191
119,01/14/2014,W,5100
12,01/14/2014,W,15003
120,01/14/2014,W,1313
121,01/14/2014,W,1715
124,01/14/2014,W,796
125,01/14/2014,W,1614
126,01/14/2014,W,7117
132,01/14/2014,W,421
134,01/14/2014,W,3523
135,01/14/2014,W,3712
136,01/14/2014,W,2141
143,01/14/2014,W,2175
146,01/14/2014,W,13304
147,01/14/2014,W,12994
148,01/14/2014,W,2490
15,01/14/2014,W,7593
151,01/14/2014,W,16490
152,01/14/2014,W,10655
155,01/14/2014,W,6971
156,01/14/2014,W,8950
157,01/14/2014,W,7167
165,01/14/2014,W,109
169,01/14/2014,W,175
170,01/14/2014,W,546
171,01/14/2014,W,1700
172,01/14/2014,W,3243
18,01/14/2014,W,4189
19,01/14/2014,W,327
192,01/14/2014,W,1028
2,01/14/2014,W,3429
20,01/14/2014,W,20297
201,01/14/2014,W,2122
205,01/14/2014,W,963
206,01/14/2014,W,748
21,01/14/2014,W,8014
22,01/14/2014,W,19411
24,01/14/2014,W,3186
26,01/14/2014,W,3403
28,01/14/2014,W,8290
29,01/14/2014,W,13694
3,01/14/2014,W,18495
30,01/14/2014,W,3264
34,01/14/2014,W,5295
35,01/14/2014,W,5510
36,01/14/2014,W,14054
37,01/14/2014,W,1917
39,01/14/2014,W,2247
4,01/14/2014,W,22429
43,01/14/2014,W,1780
44,01/14/2014,W,4500
47,01/14/2014,W,9930
48,01/14/2014,W,1292
49,01/14/2014,W,25889
49B,01/14/2014,W,5560
5,01/14/2014,W,415
50,01/14/2014,W,11787
51,01/14/2014,W,1810
52,01/14/2014,W,12391
52A,01/14/2014,W,4677
53,01/14/2014,W,19837
53A,01/14/2014,W,8712
54,01/14/2014,W,10727
54A,01/14/2014,W,894
54B,01/14/2014,W,2782
55,01/14/2014,W,11118
55A,01/14/2014,W,297
55N,01/14/2014,W,601
56,01/14/2014,W,10094
57,01/14/2014,W,4918
59,01/14/2014,W,4079
6,01/14/2014,W,10268
60,01/14/2014,W,11652
62,01/14/2014,W,10681
62H,01/14/2014,W,941
63,01/14/2014,W,19539
63W,01/14/2014,W,1352
65,01/14/2014,W,8376
66,01/14/2014,W,25641
67,01/14/2014,W,13428
68,01/14/2014,W,1422
7,01/14/2014,W,7650
70,01/14/2014,W,9675
71,01/14/2014,W,8467
72,01/14/2014,W,16202
73,01/14/2014,W,5278
74,01/14/2014,W,12965
75,01/14/2014,W,7827
76,01/14/2014,W,12000
77,01/14/2014,W,22758
78,01/14/2014,W,9517
79,01/14/2014,W,26699
8,01/14/2014,W,24617
80,01/14/2014,W,13803
81,01/14/2014,W,12486
81W,01/14/2014,W,1665
82,01/14/2014,W,20632
84,01/14/2014,W,4103
85,01/14/2014,W,10514
85A,01/14/2014,W,896
86,01/14/2014,W,3734
87,01/14/2014,W,12675
88,01/14/2014,W,1433
8A,01/14/2014,W,3555
9,01/14/2014,W,27072
90,01/14/2014,W,4921
91,01/14/2014,W,7216
92,01/14/2014,W,7234
93,01/14/2014,W,3784
94,01/14/2014,W,10104
95E,01/14/2014,W,3926
95W,01/14/2014,W,2299
96,01/14/2014,W,869
97,01/14/2014,W,3318
J14,01/14/2014,W,11946
X98,01/14/2014,W,22
1,01/15/2014,W,2390
100,01/15/2014,W,859
1001,01/15/2014,W,3
103,01/15/2014,W,3030
106,01/15/2014,W,2898
108,01/15/2014,W,1605
11,01/15/2014,W,1559
111,01/15/2014,W,4275
111A,01/15/2014,W,90
112,01/15/2014,W,2664
115,01/15/2014,W,4478
119,01/15/2014,W,5026
12,01/15/2014,W,15286
120,01/15/2014,W,1287
121,01/15/2014,W,1763
124,01/15/2014,W,848
125,01/15/2014,W,1773
126,01/15/2014,W,6889
132,01/15/2014,W,418
134,01/15/2014,W,3262
135,01/15/2014,W,3875
136,01/15/2014,W,2108
143,01/15/2014,W,2173
146,01/15/2014,W,13893
147,01/15/2014,W,13213
148,01/15/2014,W,2538
15,01/15/2014,W,7963
151,01/15/2014,W,17416
152,01/15/2014,W,10915
155,01/15/2014,W,7235
156,01/15/2014,W,9152
157,01/15/2014,W,7094
165,01/15/2014,W,92
169,01/15/2014,W,187
170,01/15/2014,W,501
171,01/15/2014,W,1885
172,01/15/2014,W,1885
18,01/15/2014,W,4285
192,01/15/2014,W,1479
2,01/15/2014,W,3364
20,01/15/2014,W,19694
201,01/15/2014,W,2063
205,01/15/2014,W,897
206,01/15/2014,W,755
21,01/15/2014,W,8329
22,01/15/2014,W,20483
24,01/15/2014,W,3548
26,01/15/2014,W,3683
28,01/15/2014,W,8057
29,01/15/2014,W,13980
3,01/15/2014,W,20168
30,01/15/2014,W,3254
34,01/15/2014,W,5667
35,01/15/2014,W,5666
36,01/15/2014,W,14219
37,01/15/2014,W,1677
39,01/15/2014,W,2098
4,01/15/2014,W,23044
43,01/15/2014,W,1289
44,01/15/2014,W,4772
47,01/15/2014,W,10194
48,01/15/2014,W,1235
49,01/15/2014,W,26303
49B,01/15/2014,W,5506
5,01/15/2014,W,393
50,01/15/2014,W,11380
51,01/15/2014,W,1600
52,01/15/2014,W,13589
52A,01/15/2014,W,4602
53,01/15/2014,W,20938
53A,01/15/2014,W,8811
54,01/15/2014,W,11082
54A,01/15/2014,W,943
54B,01/15/2014,W,3187
55,01/15/2014,W,11708
55A,01/15/2014,W,218
55N,01/15/2014,W,602
56,01/15/2014,W,10102
57,01/15/2014,W,4999
59,01/15/2014,W,4111
6,01/15/2014,W,10727
60,01/15/2014,W,12488
62,01/15/2014,W,11094
62H,01/15/2014,W,1034
63,01/15/2014,W,19181
63W,01/15/2014,W,1442
65,01/15/2014,W,8509
66,01/15/2014,W,26141
67,01/15/2014,W,12399
68,01/15/2014,W,1437
7,01/15/2014,W,7665
70,01/15/2014,W,10095
71,01/15/2014,W,9071
72,01/15/2014,W,15856
73,01/15/2014,W,5609
74,01/15/2014,W,12688
75,01/15/2014,W,8049
76,01/15/2014,W,12924
77,01/15/2014,W,22632
78,01/15/2014,W,9651
79,01/15/2014,W,27130
8,01/15/2014,W,26342
80,01/15/2014,W,13846
81,01/15/2014,W,12619
81W,01/15/2014,W,1781
82,01/15/2014,W,21263
84,01/15/2014,W,4180
85,01/15/2014,W,11422
85A,01/15/2014,W,989
86,01/15/2014,W,3803
87,01/15/2014,W,13148
88,01/15/2014,W,1378
8A,01/15/2014,W,3203
9,01/15/2014,W,26884
90,01/15/2014,W,4777
91,01/15/2014,W,7443
92,01/15/2014,W,7384
93,01/15/2014,W,3699
94,01/15/2014,W,9901
95E,01/15/2014,W,4382
95W,01/15/2014,W,2273
96,01/15/2014,W,864
97,01/15/2014,W,3292
J14,01/15/2014,W,12374
X98,01/15/2014,W,19
1,01/16/2014,W,2159
100,01/16/2014,W,833
1001,01/16/2014,W,19
103,01/16/2014,W,2832
106,01/16/2014,W,2778
108,01/16/2014,W,1381
11,01/16/2014,W,1570
111,01/16/2014,W,4062
111A,01/16/2014,W,93
112,01/16/2014,W,2395
115,01/16/2014,W,4388
119,01/16/2014,W,4603
12,01/16/2014,W,15105
120,01/16/2014,W,1367
121,01/16/2014,W,1707
124,01/16/2014,W,922
125,01/16/2014,W,1827
126,01/16/2014,W,7352
132,01/16/2014,W,393
134,01/16/2014,W,3513
135,01/16/2014,W,3659
136,01/16/2014,W,2065
143,01/16/2014,W,2121
146,01/16/2014,W,14144
147,01/16/2014,W,13444
148,01/16/2014,W,2690
15,01/16/2014,W,8095
151,01/16/2014,W,16751
152,01/16/2014,W,10359
155,01/16/2014,W,7027
156,01/16/2014,W,8719
157,01/16/2014,W,6914
165,01/16/2014,W,119
169,01/16/2014,W,182
170,01/16/2014,W,600
171,01/16/2014,W,2152
172,01/16/2014,W,3019
18,01/16/2014,W,4178
192,01/16/2014,W,920
2,01/16/2014,W,3673
20,01/16/2014,W,20254
201,01/16/2014,W,2084
205,01/16/2014,W,1056
206,01/16/2014,W,726
21,01/16/2014,W,7968
22,01/16/2014,W,20076
24,01/16/2014,W,3516
26,01/16/2014,W,3324
28,01/16/2014,W,7908
29,01/16/2014,W,13343
3,01/16/2014,W,19682
30,01/16/2014,W,3546
34,01/16/2014,W,5585
35,01/16/2014,W,5306
36,01/16/2014,W,14636
37,01/16/2014,W,1898
39,01/16/2014,W,2126
4,01/16/2014,W,22740
43,01/16/2014,W,1709
44,01/16/2014,W,4485
47,01/16/2014,W,9978
48,01/16/2014,W,1227
49,01/16/2014,W,25039
49B,01/16/2014,W,5489
5,01/16/2014,W,478
50,01/16/2014,W,11319
51,01/16/2014,W,1744
52,01/16/2014,W,13170
52A,01/16/2014,W,4358
53,01/16/2014,W,20338
53A,01/16/2014,W,8354
54,01/16/2014,W,11476
54A,01/16/2014,W,964
54B,01/16/2014,W,2991
55,01/16/2014,W,11561
55A,01/16/2014,W,401
55N,01/16/2014,W,583
56,01/16/2014,W,9646
57,01/16/2014,W,4834
59,01/16/2014,W,4236
6,01/16/2014,W,10748
60,01/16/2014,W,12133
62,01/16/2014,W,10832
62H,01/16/2014,W,966
63,01/16/2014,W,19279
63W,01/16/2014,W,1152
65,01/16/2014,W,8043
66,01/16/2014,W,25182
67,01/16/2014,W,12944
68,01/16/2014,W,1469
7,01/16/2014,W,7708
70,01/16/2014,W,9757
71,01/16/2014,W,8166
72,01/16/2014,W,16441
73,01/16/2014,W,5220
74,01/16/2014,W,13239
75,01/16/2014,W,7682
76,01/16/2014,W,12169
77,01/16/2014,W,23480
78,01/16/2014,W,9835
79,01/16/2014,W,26440
8,01/16/2014,W,25038
80,01/16/2014,W,13181
81,01/16/2014,W,12494
81W,01/16/2014,W,1601
82,01/16/2014,W,20416
84,01/16/2014,W,4167
85,01/16/2014,W,11079
85A,01/16/2014,W,848
86,01/16/2014,W,3332
87,01/16/2014,W,12823
88,01/16/2014,W,1429
8A,01/16/2014,W,3418
9,01/16/2014,W,27202
90,01/16/2014,W,4948
91,01/16/2014,W,7199
92,01/16/2014,W,7544
93,01/16/2014,W,3721
94,01/16/2014,W,9933
95E,01/16/2014,W,3777
95W,01/16/2014,W,2589
96,01/16/2014,W,764
97,01/16/2014,W,3048
J14,01/16/2014,W,12436
X98,01/16/2014,W,19
1,01/17/2014,W,1939
100,01/17/2014,W,876
1001,01/17/2014,W,10
103,01/17/2014,W,3031
106,01/17/2014,W,1866
108,01/17/2014,W,1621
11,01/17/2014,W,1458
111,01/17/2014,W,3884
111A,01/17/2014,W,116
112,01/17/2014,W,2379
115,01/17/2014,W,3982
119,01/17/2014,W,4997
12,01/17/2014,W,15415
120,01/17/2014,W,1183
121,01/17/2014,W,1623
124,01/17/2014,W,813
125,01/17/2014,W,1562
126,01/17/2014,W,5760
132,01/17/2014,W,362
134,01/17/2014,W,3223
135,01/17/2014,W,3562
136,01/17/2014,W,1731
143,01/17/2014,W,2027
146,01/17/2014,W,13130
147,01/17/2014,W,12925
148,01/17/2014,W,2353
15,01/17/2014,W,8150
151,01/17/2014,W,17089
152,01/17/2014,W,10445
155,01/17/2014,W,6990
156,01/17/2014,W,8435
157,01/17/2014,W,7032
165,01/17/2014,W,90
169,01/17/2014,W,155
170,01/17/2014,W,565
171,01/17/2014,W,2470
172,01/17/2014,W,3012
18,01/17/2014,W,4082
19,01/17/2014,W,359
192,01/17/2014,W,840
2,01/17/2014,W,3280
20,01/17/2014,W,20201
201,01/17/2014,W,2062
205,01/17/2014,W,703
206,01/17/2014,W,459
21,01/17/2014,W,8228
22,01/17/2014,W,20277
24,01/17/2014,W,3425
26,01/17/2014,W,3151
28,01/17/2014,W,7478
29,01/17/2014,W,14075
3,01/17/2014,W,19057
30,01/17/2014,W,3256
34,01/17/2014,W,5756
35,01/17/2014,W,5446
36,01/17/2014,W,14387
37,01/17/2014,W,1707
39,01/17/2014,W,2190
4,01/17/2014,W,21590
43,01/17/2014,W,1691
44,01/17/2014,W,4695
47,01/17/2014,W,9481
48,01/17/2014,W,1259
49,01/17/2014,W,25948
49B,01/17/2014,W,5562
5,01/17/2014,W,497
50,01/17/2014,W,10894
51,01/17/2014,W,1631
52,01/17/2014,W,11809
52A,01/17/2014,W,4448
53,01/17/2014,W,20759
53A,01/17/2014,W,7326
54,01/17/2014,W,11208
54A,01/17/2014,W,811
54B,01/17/2014,W,3093
55,01/17/2014,W,12079
55A,01/17/2014,W,265
55N,01/17/2014,W,634
56,01/17/2014,W,9616
57,01/17/2014,W,4846
59,01/17/2014,W,4122
6,01/17/2014,W,11258
60,01/17/2014,W,12334
62,01/17/2014,W,9553
62H,01/17/2014,W,836
63,01/17/2014,W,18588
63W,01/17/2014,W,1248
65,01/17/2014,W,8309
66,01/17/2014,W,26668
67,01/17/2014,W,13242
68,01/17/2014,W,1388
7,01/17/2014,W,7145
70,01/17/2014,W,9646
71,01/17/2014,W,9157
72,01/17/2014,W,16509
73,01/17/2014,W,5022
74,01/17/2014,W,12952
75,01/17/2014,W,7374
76,01/17/2014,W,12215
77,01/17/2014,W,22729
78,01/17/2014,W,8456
79,01/17/2014,W,26186
8,01/17/2014,W,25103
80,01/17/2014,W,13660
81,01/17/2014,W,12795
81W,01/17/2014,W,1546
82,01/17/2014,W,19794
84,01/17/2014,W,3884
85,01/17/2014,W,11023
85A,01/17/2014,W,807
86,01/17/2014,W,2573
87,01/17/2014,W,12986
88,01/17/2014,W,1266
8A,01/17/2014,W,2934
9,01/17/2014,W,28384
90,01/17/2014,W,4714
91,01/17/2014,W,6651
92,01/17/2014,W,6685
93,01/17/2014,W,3237
94,01/17/2014,W,9452
95E,01/17/2014,W,3584
95W,01/17/2014,W,2522
96,01/17/2014,W,826
97,01/17/2014,W,3198
J14,01/17/2014,W,12014
X98,01/17/2014,W,16
10,01/18/2014,A,451
103,01/18/2014,A,1211
106,01/18/2014,A,722
11,01/18/2014,A,739
111,01/18/2014,A,1873
111A,01/18/2014,A,46
112,01/18/2014,A,1041
115,01/18/2014,A,1949
119,01/18/2014,A,2844
12,01/18/2014,A,7481
124,01/18/2014,A,491
126,01/18/2014,A,2796
146,01/18/2014,A,10387
147,01/18/2014,A,9086
15,01/18/2014,A,4384
151,01/18/2014,A,13002
152,01/18/2014,A,4073
155,01/18/2014,A,5347
169,01/18/2014,A,31
171,01/18/2014,A,768
172,01/18/2014,A,732
18,01/18/2014,A,2383
19,01/18/2014,A,410
20,01/18/2014,A,9832
201,01/18/2014,A,1040
21,01/18/2014,A,5347
22,01/18/2014,A,15080
28,01/18/2014,A,2895
29,01/18/2014,A,7640
3,01/18/2014,A,11241
30,01/18/2014,A,1716
34,01/18/2014,A,3209
35,01/18/2014,A,2561
36,01/18/2014,A,13368
4,01/18/2014,A,11664
43,01/18/2014,A,787
44,01/18/2014,A,1502
47,01/18/2014,A,5707
49,01/18/2014,A,15731
49B,01/18/2014,A,3047
5,01/18/2014,A,401
50,01/18/2014,A,5388
51,01/18/2014,A,849
52,01/18/2014,A,6733
52A,01/18/2014,A,1781
53,01/18/2014,A,11750
53A,01/18/2014,A,2584
54,01/18/2014,A,7403
54B,01/18/2014,A,2166
55,01/18/2014,A,7215
55N,01/18/2014,A,172
56,01/18/2014,A,5069
57,01/18/2014,A,2241
59,01/18/2014,A,1865
6,01/18/2014,A,9008
60,01/18/2014,A,5299
62,01/18/2014,A,5412
62H,01/18/2014,A,425
63,01/18/2014,A,10604
63W,01/18/2014,A,504
65,01/18/2014,A,3613
66,01/18/2014,A,13161
67,01/18/2014,A,7703
68,01/18/2014,A,575
70,01/18/2014,A,5421
71,01/18/2014,A,6027
72,01/18/2014,A,11018
73,01/18/2014,A,1739
74,01/18/2014,A,8534
75,01/18/2014,A,4409
76,01/18/2014,A,6702
77,01/18/2014,A,13843
78,01/18/2014,A,4985
79,01/18/2014,A,16338
8,01/18/2014,A,11767
80,01/18/2014,A,8157
81,01/18/2014,A,8619
81W,01/18/2014,A,881
82,01/18/2014,A,9801
84,01/18/2014,A,1662
85,01/18/2014,A,6127
85A,01/18/2014,A,316
87,01/18/2014,A,7740
88,01/18/2014,A,488
8A,01/18/2014,A,1896
9,01/18/2014,A,16963
90,01/18/2014,A,2984
91,01/18/2014,A,3402
92,01/18/2014,A,3624
93,01/18/2014,A,1248
94,01/18/2014,A,4312
95E,01/18/2014,A,2157
95W,01/18/2014,A,1703
97,01/18/2014,A,1873
J14,01/18/2014,A,5450
10,01/19/2014,U,410
103,01/19/2014,U,1051
106,01/19/2014,U,281
11,01/19/2014,U,635
111,01/19/2014,U,1615
111A,01/19/2014,U,91
112,01/19/2014,U,647
115,01/19/2014,U,1666
119,01/19/2014,U,2175
12,01/19/2014,U,6808
124,01/19/2014,U,446
126,01/19/2014,U,2108
146,01/19/2014,U,8585
147,01/19/2014,U,6878
15,01/19/2014,U,3617
151,01/19/2014,U,11311
152,01/19/2014,U,2810
155,01/19/2014,U,4348
171,01/19/2014,U,651
172,01/19/2014,U,386
18,01/19/2014,U,1648
19,01/19/2014,U,140
20,01/19/2014,U,7780
21,01/19/2014,U,4032
22,01/19/2014,U,12972
28,01/19/2014,U,2192
29,01/19/2014,U,6345
3,01/19/2014,U,7931
